PARID,owner
0081E00095000000,city
0050M00013000000,city
0050M00016000000,city
0050L00179000A00,city
0080D00135000000,city
0081E00500000000,city
0050M00018000B00,city
0050M00019000A00,city
0050M00020000B00,city
0050L00127000000,city
0050L00145000000,city
0050L00147000000,city
0080D00113000000,city
0050M00042000000,city
0050L00080000A00,city
0050M00053000A00,city
0050M00053000B00,city
0080D00392000000,city
0080G00212000B00,city
0080D00500000000,city
0080D00501000000,city
0050B00215000000,city
0050F00145000000,city
0050F00152000000,city
0050F00159000000,city
0050F00160000000,city
0050B00216000000,city
0050B00217000000,city
0050B00219000000,city
0050B00221000000,city
0050B00223000000,city
0050E00080000000,city
0050F00162000000,city
0050F00163000000,city
0050L00187000000,city
0050L00188000000,city
0050F00171000000,city
0050B00231000000,city
0050B00258000000,city
0050B00259000001,city
0050B00260000000,city
0050E00083000000,city
0050F00176000A00,city
0050F00177000A00,city
0050F00187000000,city
0080G00201000000,city
0120H00313000000,city
0081S00001000000,city
0081S00002000000,city
0081S00003000000,city
0081S00004000000,city
0081S00005000000,city
0081S00006000000,city
0120H00025000000,city
0120H00029000000,city
0120H00033000000,city
0120L00024000000,city
0120L00025000000,city
0120L00026000000,city
0120L00028000000,city
0120H00039000000,city
0120H00045000000,city
0120H00046000000,city
0120H00047000000,city
0120H00048000000,city
0120H00054000000,city
0120H00056000000,city
0120H00058000000,city
0120H00060000000,city
0120H00076000000,city
0120H00079000000,city
0120L00034000000,city
0120L00038000000,city
0120L00054000000,city
0120L00056000000,city
0120L00062000000,city
0120L00065000000,city
0120L00072000000,city
0120H00080000000,city
0120H00081000000,city
0120H00082000000,city
0120H00083000000,city
0120H00085000000,city
0120H00088000000,city
0120H00090000000,city
0120H00092000000,city
0120D00050000000,city
0120H00118000000,city
0120H00120000000,city
0081R00150000000,city
0081R00153000000,city
0081R00155000000,city
0081R00156000000,city
0081R00157000000,city
0120H00011000000,city
0120H00169000000,city
0120G00008000000,city
0120G00031000000,city
0120G00032000000,city
0120G00035000000,city
0081B00070000000,city
0081A00134000000,city
0081A00137000000,city
0081A00139000000,city
0081A00140000000,city
0081A00142000000,city
0120G00045000000,city
0120G00055000000,city
0081B00151000000,city
0081A00162000000,city
0081A00166000000,city
0081A00500000000,city
0081A00501000000,city
0081A00050000000,city
0081A00059000000,city
0081A00062000000,city
0081A00069000000,city
0081A00192000000,city
0081A00193000000,city
0081A00194000000,city
0081A00195000000,city
0081B00184000000,city
0081A00082000000,city
0080R00500000000,city
0081A00117000000,city
0081H00050000000,city
0081A00275000000,city
0081A00277000000,city
0081A00282000000,city
0081B00051000000,city
0081A00125000000,city
0081G00044000000,city
0081C00004000000,city
0081C00016000000,city
0050M00245000000,city
0120N00271000000,city
0120N00274000000,city
0120N00276000000,city
0120N00280000000,city
0082H00110000000,city
0050H00094000000,city
0050H00095000000,city
0050H00100000000,city
0050H00102000000,city
0120R00296000000,city
0120P00125000000,city
0120N00044000000,city
0120N00045000000,city
0120N00310000000,city
0120N00311000000,city
0120N00322000000,city
0120N00328000000,city
0050M00199000000,city
0050M00201000000,city
0050M00210000000,city
0120N00057000000,city
0120P00142000000,city
0120P00148000000,city
0120P00150000000,city
0120R00216000000,city
0120N00059000000,city
0120N00062000000,city
0120R00037000000,city
0120R00046000000,city
0120P00001000000,city
0082K00065000000,city
0050M00216000000,city
0082H00001000002,city
0050M00226000000,city
0120P00178000000,city
0120P00197000000,city
0120P00210000000,city
0120P00213000000,city
0120P00222000000,city
0120P00226000000,city
0120P00229000000,city
0120P00231000000,city
0120N00246000000,city
0050M00243000000,city
0121F00064000000,city
0121F00066000000,city
0121F00083000000,city
0081R00022000000,city
0081R00024000000,city
0081R00025000000,city
0081R00026000000,city
0081R00027000000,city
0081R00028000000,city
0081R00030000000,city
0081R00098000000,city
0121J00309000000,city
0121E00257000000,city
0121B00022000000,city
0121B00026000000,city
0121B00030000000,city
0121B00031000000,city
0121B00036000000,city
0121B00037000000,city
0121F00094000000,city
0121F00108000000,city
0121F00115000000,city
0082B00053000000,city
0081R00110000000,city
0081R00111000000,city
0081R00112000000,city
0081R00113000000,city
0081R00114000000,city
0081R00116000000,city
0081R00117000000,city
0081R00118000000,city
0081R00120000000,city
0081R00124000000,city
0121B00038000000,city
0121B00040000000,city
0121B00051000000,city
0121B00052000000,city
0121B00055000000,city
0121F00116000000,city
0121F00119000000,city
0121F00121000000,city
0121F00122000000,city
0121F00123000000,city
0121F00124000000,city
0121F00126000000,city
0121F00127000000,city
0081R00125000000,city
0081R00126000000,city
0121F00128000000,city
0121F00129000000,city
0082B00125000000,city
0082B00133000000,city
0081R00133000000,city
0081R00134000000,city
0081R00136000000,city
0081R00138000000,city
0081R00139000000,city
0081R00140000000,city
0081R00142000000,city
0081R00149000000,city
0121G00190000000,city
0121F00004000000,city
0121F00005000000,city
0121H00015000000,city
0121H00020000000,city
0121H00025000000,city
0121H00026000000,city
0121E00036000000,city
0121E00040000000,city
0121F00135000000,city
0121F00137000000,city
0121F00140000000,city
0121H00034000000,city
0121H00035000000,city
0082E00028000000,city
0121F00274000000,city
0121F00276000000,city
0121F00025000000,city
0121E00050000000,city
0121E00051000000,city
0121J00250000000,city
0121H00036000000,city
0121H00061000000,city
0121F00206000000,city
0081P00001000000,city
0081P00005000000,city
0081P00007000000,city
0121A00045000000,city
0121F00027000000,city
0121F00029000000,city
0121F00031000000,city
0121G00116000000,city
0082F00032000000,city
0082F00047000000,city
0082J00045000000,city
0121F00047000000,city
0121F00050000000,city
0121G00012000000,city
0121G00017000000,city
0121G00019000000,city
0121G00020000000,city
0121E00091000000,city
0121E00094000000,city
0121E00098000000,city
0121E00130000000,city
0081R00001000000,city
0081R00002000000,city
0081R00007000000,city
0121J00251000000,city
0121J00253000000,city
0121J00254000000,city
0121J00255000000,city
0121B00021000000,city
0121F00052000000,city
0121F00054000000,city
0121F00059000000,city
0121F00061000000,city
0083A00032000000,city
0083A00282000000,city
0083A00069000000,city
0082B00180000000,city
0050D00028000000,city
0050D00030000000,city
0050H00049000000,city
0050H00050000000,city
0050H00056000000,city
0050M00264000000,city
0050H00059000000,city
0082G00050000000,city
0050M00159000000,city
0050H00078000000,city
0082F00063000000,city
0050H00134000000,city
0050H00138000000,city
0050H00148000000,city
0050H00150000000,city
0050M00161000000,city
0050M00161000A00,city
0050M00164000000,city
0050M00302000000,city
0050M00305000000,city
0121N00240000000,city
0121N00241000000,city
0121N00242000000,city
0121K00241000000,city
0121L00128000000,city
0121L00129000000,city
0121P00200000000,city
0050D00027000000,city
0122L00050000000,city
0124F00171000000,city
0124F00172000000,city
0124F00173000000,city
0124F00174000000,city
0124F00176000000,city
0124F00178000000,city
0124F00179000000,city
0083E00236000000,city
0124F00180000000,city
0124F00183000000,city
0124F00195000000,city
0122R00350000001,city
0124F00197000000,city
0124F00198000000,city
0124F00199000000,city
0124F00200000000,city
0124F00202000000,city
0124F00203000000,city
0124F00205000000,city
0124F00208000000,city
0083E00254000000,city
0083E00258000000,city
0124F00215000000,city
0124F00216000000,city
0083E00032000000,city
0083M00318000000,city
0083E00280000000,city
0083E00291000000,city
0083J00146000000,city
0083G00019000000,city
0083D00038000000,city
0083E00195000000,city
0083E00292000000,city
0083M00335000000,city
0083H00187000000,city
0083F00278000000,city
0083E00208000000,city
0075M00053000000,city
0124F00162000000,city
0124F00163000000,city
0124F00164000000,city
0124F00165000000,city
0124F00166000000,city
0124F00167000000,city
0124F00169000000,city
0083E00111000000,city
0083E00223000000,city
0083J00110000000,city
0083J00008000000,city
0083J00019000000,city
0083J00135000A00,city
0083J00136000000,city
0083J00044000000,city
0083J00052000000,city
0083J00053000000,city
0083J00054000000,city
0083J00062000000,city
0083J00075000000,city
0083J00076000000,city
0082N00280000000,city
0083J00095000000,city
0124N00255000000,city
0124N00260000000,city
0124N00262000000,city
0124N00263000000,city
0083S00146000000,city
0083S00190000000,city
0083S00196000000,city
0124R00106000000,city
0124R00108000000,city
0124R00114000000,city
0124M00265000000,city
0124M00287000000,city
0124M00289000000,city
0124N00154000000,city
0124N00155000000,city
0124P00301000000,city
0124P00302000000,city
0124P00304000000,city
0124P00305000000,city
0124P00320000000,city
0124N00074000000,city
0124N00076000000,city
0124N00343000000,city
0124N00344000000,city
0124N00347000000,city
0124N00356000000,city
0124N00162000000,city
0124P00037000000,city
0124P00040000000,city
0124P00043000000,city
0124P00043000A00,city
0124P00044000000,city
0124P00234000000,city
0124P00235000000,city
0124M00393000000,city
0124M00397000000,city
0124N00264000B00,city
0124N00265000000,city
0083S00202000000,city
0124P00170000000,city
0124P00172000000,city
0124P00173000000,city
0124P00174000000,city
0124P00177000000,city
0124P00236000000,city
0124P00237000000,city
0124P00244000000,city
0124P00245000000,city
0124P00247000000,city
0124P00249000000,city
0124P00101000000,city
0124P00106000000,city
0124P00107000000,city
0124P00108000000,city
0124N00077000000,city
0124M00307000000,city
0124M00307000B00,city
0124M00307000C00,city
0124N00163000000,city
0124N00166000000,city
0124N00167000002,city
0124N00172000000,city
0124N00177000000,city
0124P00109000000,city
0124P00337000000,city
0124P00338000000,city
0124N00085000000,city
0124N00360000000,city
0124N00362000000,city
0124N00363000000,city
0124N00364000000,city
0124N00193000000,city
0124P00044000A00,city
0124P00050000000,city
0124P00052000000,city
0124P00055000000,city
0124P00251000000,city
0124P00181000000,city
0124P00182000000,city
0124P00184000000,city
0124P00185000000,city
0124P00186000000,city
0124P00190000000,city
0124P00254000000,city
0124P00256000000,city
0124P00257000000,city
0124P00258000000,city
0124P00259000000,city
0124P00260000000,city
0124P00260000A00,city
0124M00318000A00,city
0124P00116000000,city
0124P00119000000,city
0124P00121000000,city
0124R00232000000,city
0124N00090000000,city
0124N00196000000,city
0124N00197000000,city
0124N00212000000,city
0124P00124000000,city
0124R00029000000,city
0124R00043000000,city
0124R00045000000,city
0124N00099000000,city
0124N00369000000,city
0124N00370000000,city
0124P00060000A00,city
0124P00262000000,city
0124P00264000000,city
0124P00267000000,city
0124P00268000000,city
0124N00020000000,city
0124N00281000000,city
0124N00282000000,city
0124N00283000000,city
0124P00202000000,city
0124P00203000000,city
0124P00206000000,city
0124P00272000000,city
0124N00290000000,city
0124P00126000000,city
0124P00131000000,city
0124P00132000000,city
0124P00133000000,city
0124P00135000000,city
0124P00136000000,city
0124P00137000000,city
0124P00138000000,city
0124N00106000000,city
0124N00223000000,city
0124R00070000000,city
0124R00071000000,city
0124R00074000000,city
0124R00075000000,city
0124N00034000000,city
0124P00004000000,city
0124P00006000000,city
0124P00080000000,city
0124P00278000000,city
0124N00042000000,city
0124N00043000000,city
0124N00045000000,city
0124N00291000000,city
0124N00292000000,city
0124N00293000000,city
0124P00287000000,city
0124P00142000000,city
0124P00143000000,city
0124P00146000000,city
0124P00147000000,city
0124P00150000000,city
0124N00141000000,city
0124N00142000000,city
0124N00146000000,city
0124N00237000000,city
0124N00242000000,city
0124N00247000000,city
0124P00084000000,city
0124R00091000000,city
0124R00092000000,city
0124R00095000000,city
0124R00096000000,city
0124R00097000000,city
0124R00099000000,city
0124R00104000000,city
0124P00221000000,city
0124P00222000000,city
0124P00092000000,city
0124P00288000000,city
0124P00290000000,city
0124P00298000000,city
0124N00312000000,city
0124N00312000A00,city
0124N00312000B00,city
0124P00231000000,city
0124P00232000000,city
0124P00233000000,city
0124P00300000000,city
0124M00367000000,city
0124M00368000000,city
0124M00371000000,city
0124N00253000000,city
0124N00254000000,city
0124N00339000000,city
0124N00340000000,city
0124P00153000000,city
0124P00154000000,city
0124P00155000000,city
0124P00156000000,city
0124P00158000000,city
0124P00159000000,city
0124P00160000000,city
0124P00161000000,city
0124P00162000000,city
0124G00065000000,city
0124G00066000000,city
0124E00335000000,city
0124E00351000000,city
0124E00354000000,city
0124F00072000000,city
0124D00030000000,city
0124D00053000000,city
0124G00071000000,city
0124G00073000000,city
0123R00012000000,city
0124F00079000000,city
0124F00080000000,city
0124F00085000000,city
0124F00087000000,city
0124F00088000000,city
0124F00090000000,city
0124F00091000000,city
0124F00092000000,city
0124F00217000000,city
0124F00218000000,city
0124F00220000000,city
0124F00221000000,city
0124F00222000000,city
0124F00223000000,city
0124F00224000000,city
0124D00054000000,city
0124D00055000000,city
0124D00060000000,city
0124F00093000000,city
0124D00064000000,city
0124D00070000000,city
0123S00030000000,city
0123S00069000000,city
0124G00089000000,city
0124F00105000000,city
0124F00107000000,city
0124F00125000000,city
0124F00126000000,city
0124F00140000000,city
0124F00157000000,city
0124F00158000000,city
0124F00159000000,city
0124F00160000000,city
0124F00232000000,city
0124F00233000000,city
0124F00234000000,city
0124F00235000000,city
0124F00237000000,city
0124F00238000000,city
0124F00239000000,city
0124F00240000000,city
0124F00241000000,city
0124G00327000000,city
0083S00296000000,city
0124E00272000000,city
0083P00106000000,city
0124C00027000000,city
0124F00242000000,city
0124F00243000000,city
0124F00248000000,city
0124F00350000001,city
0083S00301000000,city
0124E00301000000,city
0083P00181000000,city
0083P00182000000,city
0083P00183000A00,city
0124G00359000000,city
0124G00360000000,city
0124E00302000000,city
0124E00304000000,city
0124E00305000000,city
0084C00236000000,city
0083P00214000000,city
0124C00185000000,city
0124E00310000000,city
0124E00313000000,city
0124E00314000000,city
0083P00290000000,city
0083P00292000000,city
0124E00321000000,city
0124G00118000000,city
0124G00120000000,city
0124G00121000000,city
0124G00122000000,city
0124G00123000000,city
0124G00124000000,city
0124G00125000000,city
0124G00127000000,city
0083P00297000000,city
0124S00050000000,city
0124S00055000000,city
0124S00364000000,city
0125G00077000000,city
0125G00079000000,city
0125G00080000000,city
0125G00081000000,city
0125G00082000000,city
0125G00088000000,city
0125G00091000000,city
0125G00093000000,city
0125G00098000000,city
0125G00100000000,city
0125H00309000000,city
0172F00001000000,city
0125B00319000000,city
0125B00064000000,city
0125B00067000000,city
0125H00345000000,city
0125M00315000000,city
0125M00320000000,city
0125M00323000000,city
0124S00168000000,city
0124S00255000000,city
0124S00256000000,city
0124S00260000000,city
0124S00264000000,city
0124S00265000000,city
0124S00269000000,city
0125C00154000000,city
0124S00059000000,city
0124S00060000000,city
0124S00062000000,city
0125E00105000100,city
0124S00176000000,city
0125A00186000000,city
0125A00187000000,city
0125A00190000000,city
0125A00345000000,city
0125B00325000000,city
0125B00326000000,city
0125G00108000000,city
0125G00109000000,city
0125G00111000000,city
0125G00113000000,city
0125G00114000000,city
0125G00115000000,city
0125B00081000000,city
0125N00500000000,city
0125S00309000000,city
0171B00001000002,city
0125D00120000000,city
0125D00121000000,city
0125D00122000000,city
0124S00185000000,city
0124S00185000100,city
0124S00187000000,city
0124S00282000000,city
0125H00065000000,city
0125H00066000000,city
0125H00067000000,city
0125H00071000000,city
0125H00074000000,city
0125H00079000000,city
0125H00081000000,city
0125M00147000000,city
0171B00010000000,city
0125E00111000000,city
0125G00119000000,city
0124S00197000000,city
0125B00192000000,city
0125A00371000000,city
0125A00375000000,city
0125B00343000000,city
0125B00368000000,city
0125C00011000000,city
0125M00148000000,city
0125M00148000A00,city
0125M00150000000,city
0125D00173000000,city
0125D00174000000,city
0125D00175000000,city
0125D00176000000,city
0125D00177000000,city
0125G00147000A00,city
0125B00202000000,city
0125D00123000000,city
0125D00124000000,city
0125D00126000000,city
0125D00127000000,city
0125D00129000000,city
0124R00306000000,city
0124R00317000000,city
0124S00288000100,city
0124S00295000000,city
0124S00296000000,city
0124S00299000000,city
0125G00029000000,city
0125G00030000000,city
0125G00032000000,city
0125G00033000000,city
0125G00034000000,city
0125G00042000000,city
0125G00043000000,city
0125H00083000000,city
0125H00085000000,city
0171E00150000000,city
0171E00225000000,city
0125D00130000000,city
0124S00213000000,city
0124S00215000000,city
0124S00300000000,city
0124S00308000000,city
0124S00310000000,city
0125H00087000000,city
0125H00091000000,city
0125H00099000000,city
0125H00101000000,city
0125M00218000000,city
0125E00250000000,city
0125G00149000000,city
0125B00219000000,city
0125C00039000000,city
0125C00040000000,city
0125C00041000000,city
0125C00042000000,city
0125C00043000000,city
0125C00044000000,city
0124R00318000000,city
0125M00223000000,city
0125D00189000000,city
0125D00190000000,city
0125D00360000000,city
0125B00223000000,city
0125D00140000000,city
0125D00142000000,city
0124R00355000000,city
0124S00311000000,city
0125G00051000000,city
0125H00118000000,city
0125D00148000000,city
0125D00154000000,city
0125D00155000000,city
0124S00222000000,city
0124S00224000000,city
0124S00229000000,city
0124S00230000000,city
0124S00236000000,city
0124S00238000000,city
0124S00340000000,city
0125B00027000000,city
0125H00126000000,city
0125H00128000000,city
0125H00130000000,city
0125H00131000000,city
0125H00134000000,city
0125H00136000000,city
0125M00227000000,city
0125G00183000000,city
0125G00184000000,city
0125G00186000000,city
0125A00277000000,city
0125C00066000000,city
0125C00067000000,city
0125C00069000000,city
0125C00077000000,city
0125C00080000000,city
0125C00084000000,city
0125D00362000000,city
0125D00366000000,city
0125G00196000000,city
0125L00013000000,city
0125L00018000000,city
0125D00165000000,city
0124S00341000000,city
0125G00064000000,city
0125H00138000000,city
0125H00140000000,city
0125H00284000A00,city
0171N00010000001,city
0172D00010000100,city
0124S00247000000,city
0124S00251000000,city
0125B00060000000,city
0125B00063000000,city
0125H00300000000,city
0125H00305000000,city
0125H00306000A00,city
0125M00297000000,city
0125A00325000000,city
0125B00274000000,city
0125B00275000000,city
0125C00116000000,city
0125M00313000000,city
0125G00076000000,city
0125G00210000A00,city
0125G00211000000,city
0125G00212000000,city
0125G00215000000,city
0124M00178000000,city
0124J00050000000,city
0124J00051000000,city
0124J00053000000,city
0124J00055000000,city
0124J00057000000,city
0124K00206000000,city
0124K00210000000,city
0124L00263000000,city
0124L00264000000,city
0124H00241000000,city
0124K00015000000,city
0124K00016000000,city
0124K00017000000,city
0124K00023000000,city
0125H00059000000,city
0125H00060000000,city
0125M00046000000,city
0124K00122000000,city
0124K00125000000,city
0124K00139000000,city
0124H00147000000,city
0124K00025000000,city
0124K00030000000,city
0124J00187000000,city
0124J00189000000,city
0124J00190000000,city
0124J00194000100,city
0124J00198000000,city
0124K00233000000,city
0124K00234000000,city
0125G00028000000,city
0124J00069000000,city
0124J00070000000,city
0124K00234000A00,city
0124K00235000000,city
0124K00241000000,city
0124L00276000000,city
0124N00006000000,city
0124N00008000000,city
0124K00166000000,city
0124K00166000100,city
0124K00167000000,city
0124L00283000000,city
0124J00199000000,city
0124J00199000A00,city
0124H00326000000,city
0124K00034000000,city
0124K00036000000,city
0124K00039000000,city
0124K00041000000,city
0124K00042000000,city
0124K00043000000,city
0124K00044000000,city
0124K00046000000,city
0124L00198000000,city
0124L00199000000,city
0124J00201000000,city
0124J00202000000,city
0124J00203000000,city
0124J00204000000,city
0124J00205000000,city
0124J00206000000,city
0124J00208000000,city
0124J00209000000,city
0124K00254000000,city
0125G00219000000,city
0124K00048000000,city
0124K00049000000,city
0124K00051000000,city
0124J00074000000,city
0124J00075000000,city
0124J00076000000,city
0124J00078000000,city
0124J00079000000,city
0124J00080000000,city
0124J00083000000,city
0124K00262000000,city
0124K00264000000,city
0124L00290000000,city
0124L00292000000,city
0125G00227000000,city
0125L00056000000,city
0125L00059000000,city
0124H00330000000,city
0124H00332000000,city
0124H00333000000,city
0124H00337000000,city
0124K00169000000,city
0124K00172000000,city
0124L00201000000,city
0124L00202000000,city
0124L00203000000,city
0124H00169000000,city
0124H00184000000,city
0124H00186000000,city
0124J00215000000,city
0124H00338000000,city
0124K00052000000,city
0124K00053000000,city
0124K00054000000,city
0124K00055000000,city
0124K00056000000,city
0124K00058000000,city
0124K00061000000,city
0124K00064000000,city
0124J00224000000,city
0124K00268000000,city
0124K00270000000,city
0124K00271000000,city
0124K00272000000,city
0124K00274000000,city
0125G00228000000,city
0125G00228000A00,city
0125G00229000000,city
0125G00230000000,city
0125G00231000000,city
0125G00262000000,city
0124J00091000000,city
0124J00097000000,city
0124K00275000000,city
0124K00275000A00,city
0124M00001000000,city
0124M00002000000,city
0124M00003000000,city
0125L00163000000,city
0124K00184000000,city
0124K00185000000,city
0124K00186000000,city
0124H00212000000,city
0124J00238000000,city
0124K00079000A00,city
0124K00080000000,city
0124K00094000000,city
0124H00116000000,city
0124K00281000000,city
0124K00284000000,city
0124K00288000000,city
0124K00289000000,city
0124K00290000000,city
0124K00292000000,city
0125F00301000000,city
0125F00311000000,city
0124L00102000000,city
0124M00150000000,city
0124M00158000000,city
0124J00132000000,city
0124J00132000A00,city
0124J00133000000,city
0124J00133000A00,city
0124J00134000A00,city
0124J00136000000,city
0124J00137000000,city
0124J00138000000,city
0124K00187000000,city
0124K00190000000,city
0124K00191000000,city
0125L00194000000,city
0125L00201000000,city
0124J00030000000,city
0124K00193000000,city
0124K00194000000,city
0124J00350000000,city
0172N00019000000,city
0172N00023000000,city
0125F00313000000,city
0125F00314000000,city
0125F00315000000,city
0125F00315000A00,city
0125F00316000A00,city
0125F00317000000,city
0125F00318000000,city
0124K00103000000,city
0124K00105000000,city
0124K00108000000,city
0124K00112000000,city
0124K00116000000,city
0124J00355000000,city
0124J00358000000,city
0124J00363000000,city
0125F00323000000,city
0124M00168000000,city
0124M00170000000,city
0124J00146000000,city
0124J00147000000,city
0124J00148000000,city
0124J00149000000,city
0124J00150000000,city
0124J00152000000,city
0124J00153000000,city
0124K00198000000,city
0124K00200000000,city
0124K00201000000,city
0124K00202000000,city
0125L00237000001,city
0174A00364000000,city
0174A00368000000,city
0174A00294000000,city
0174A00298000000,city
0173N00338000000,city
0173N00345000000,city
0173B00107000000,city
0173C00188000000,city
0174B00345000000,city
0174B00346000000,city
0174A00373000000,city
0174B00021000000,city
0173C00209000000,city
0173C00215000000,city
0173C00327000000,city
0174A00096000000,city
0174A00299000000,city
0174A00300000000,city
0174A00302000000,city
0173A00032000000,city
0174A00305000000,city
0174A00307000000,city
0174A00308000000,city
0174A00309000000,city
0173C00228000002,city
0174C00010000000,city
0174C00011000000,city
0174C00013000000,city
0174C00014000000,city
0174C00015000000,city
0174C00016000000,city
0174C00017000000,city
0174A00102000000,city
0174A00105000000,city
0174A00311000000,city
0174A00312000000,city
0174A00318000000,city
0174A00321000000,city
0174A00325000000,city
0173B00128000000,city
0173B00131000000,city
0173B00132000000,city
0173E00146000000,city
0173C00237000000,city
0173C00237000100,city
0173C00243000000,city
0173C00245000000,city
0173C00253000000,city
0174C00025000000,city
0173A00295000000,city
0173A00297000000,city
0173A00300000000,city
0174A00118000000,city
0174A00119000000,city
0174A00120000000,city
0174A00121000000,city
0174A00331000000,city
0174A00338000000,city
0174B00193000000,city
0173C00271000000,city
0173C00274000000,city
0173C00275000000,city
0173C00279000000,city
0174A00123000000,city
0174A00124000000,city
0174A00124000A00,city
0173A00302000000,city
0173B00005000000,city
0173B00008000000,city
0173C00136000000,city
0173E00088000000,city
0173E00089000000,city
0172R00067000000,city
0174A00125000000,city
0174A00129000000,city
0174A00130000000,city
0174A00131000000,city
0174A00133000000,city
0174A00346000000,city
0174A00347000000,city
0174A00348000000,city
0174A00350000A00,city
0174A00351000000,city
0173C00140000000,city
0173C00145000000,city
0173C00282000000,city
0173C00283000000,city
0174A00354000000,city
0174A00355000000,city
0174A00355000A00,city
0174B00199000000,city
0173C00285000000,city
0173C00287000000,city
0174C00100000000,city
0174C00103000000,city
0174C00105000000,city
0174A00135000000,city
0174A00136000000,city
0173C00148000000,city
0173C00149000000,city
0173A00117000000,city
0174A00287000000,city
0174A00363000000,city
0173C00176000000,city
0173E00103000000,city
0173E00106000000,city
0173E00110000000,city
0172R00147000000,city
0124S00147000000,city
0173K00207000000,city
0173K00208000000,city
0173K00209000000,city
0173K00210000A00,city
0173K00211000000,city
0173K00212000000,city
0173K00215000000,city
0173K00216000000,city
0173K00217000000,city
0173K00218000000,city
0173F00151000000,city
0173F00152000000,city
0172R00153000000,city
0173A00247000000,city
0173K00099000000,city
0173K00101000000,city
0173K00106000000,city
0173F00161000000,city
0173F00163000000,city
0173G00161000000,city
0173E00276000000,city
0173E00277000000,city
0173E00126000000,city
0173F00074000000,city
0173F00075000000,city
0173F00079000000,city
0173J00274000000,city
0173J00276000000,city
0173J00277000000,city
0173J00280000000,city
0173J00281000000,city
0173J00282000000,city
0173J00284000000,city
0173J00286000000,city
0173F00265000000,city
0173F00268000000,city
0173J00039000000,city
0173F00343000000,city
0173J00161000000,city
0173J00163000000,city
0173J00164000000,city
0173J00166000000,city
0173E00179000000,city
0173E00180000000,city
0173F00165000000,city
0173J00041000000,city
0173J00047000000,city
0173K00037000000,city
0125C00207000000,city
0173J00167000000,city
0173J00177000000,city
0173J00180000000,city
0173K00117000000,city
0173K00125000000,city
0173K00126000000,city
0173K00127000000,city
0173K00128000000,city
0173E00311000000,city
0125A00098000000,city
0125A00112000000,city
0125A00113000000,city
0125A00114000000,city
0125A00115000000,city
0125A00116000000,city
0125A00117000000,city
0173K00129000000,city
0173K00131000000,city
0173F00085000000,city
0173F00089000000,city
0173J00290000000,city
0173J00291000000,city
0173J00292000000,city
0173J00294000000,city
0173J00295000000,city
0173J00296000000,city
0173J00298000000,city
0173J00308000000,city
0173J00309000000,city
0173E00187000000,city
0173F00282000000,city
0173F00284000000,city
0173G00029000000,city
0173G00031000001,city
0173E00193000000,city
0173J00064000000,city
0173J00066000000,city
0173K00049000000,city
0124S00089000000,city
0125A00118000000,city
0173K00133000000,city
0173K00134000000,city
0173K00136000000,city
0173K00138000000,city
0173K00139000000,city
0173K00142000000,city
0173K00143000000,city
0173K00145000000,city
0173K00156000000,city
0173K00157000000,city
0173G00233000000,city
0173E00313000A00,city
0173E00324000000,city
0173K00159000000,city
0173J00320000000,city
0173J00323000000,city
0173J00325000000,city
0173J00326000000,city
0173E00201000000,city
0173E00203000000,city
0125B00126000000,city
0125D00002000000,city
0125D00004000000,city
0125D00006000000,city
0173G00079000000,city
0173E00204000000,city
0173E00205000000,city
0173J00084000000,city
0173J00089000000,city
0173J00090000000,city
0125D00008000000,city
0125A00150000000,city
0173K00160000000,city
0173K00162000000,city
0173K00167000100,city
0173K00171000000,city
0173K00178000000,city
0173K00180000000,city
0173K00181000000,city
0173K00184000000,city
0173F00221000000,city
0173E00338000000,city
0125A00151000000,city
0125A00160000000,city
0125B00129000000,city
0125B00130000000,city
0125B00132000000,city
0125B00134000000,city
0173F00129000000,city
0173G00090000000,city
0173G00104000000,city
0173G00109000000,city
0173E00219000000,city
0173E00224000000,city
0173J00101000000,city
0125B00136000000,city
0125B00137000000,city
0125B00143000000,city
0125D00024000000,city
0125D00030000000,city
0125D00032000000,city
0173G00111000000,city
0173E00229000000,city
0173E00230000000,city
0173F00237000000,city
0173F00238000000,city
0173J00107000000,city
0173K00092000000,city
0173K00093000000,city
0173K00094000000,city
0173K00095000000,city
0124S00120000000,city
0124S00123000000,city
0125A00166000000,city
0125A00168000000,city
0173K00185000000,city
0173K00189000000,city
0173K00192000000,city
0173K00193000000,city
0173K00195000000,city
0173K00199000000,city
0173K00200000000,city
0173K00201000000,city
0173K00203000000,city
0173K00205000000,city
0173J00368000000,city
0173K00096000000,city
0172R00119000000,city
0125A00170000000,city
0125B00149000000,city
0125B00150000000,city
0173F00141000000,city
0173F00142000000,city
0173G00133000000,city
0173G00134000000,city
0173G00143000000,city
0173G00144000000,city
0173J00375000000,city
0173J00376000200,city
0173K00001000000,city
0173E00232000000,city
0173E00236000000,city
0173E00253000000,city
0172R00120000000,city
0172R00121000000,city
0172R00123000000,city
0172R00126000000,city
0172R00127000000,city
0172R00129000000,city
0173A00206000000,city
0173A00207000000,city
0125B00152000000,city
0125B00160000000,city
0125D00045000000,city
0125D00046000000,city
0125D00047000000,city
0124S00136000000,city
0173G00147000000,city
0173G00151000000,city
0173J00266000000,city
0173J00267000000,city
0173J00268000000,city
0173J00269000000,city
0173J00272000000,city
0173K00206000000,city
0173E00261000000,city
0173F00246000000,city
0174E00159000000,city
0174E00160000000,city
